2005-06-15 12:00:00,60
2005-07-15 12:00:00,140
2006-06-15 12:00:00,110
2008-06-15 12:00:00,140
2008-07-15 12:00:00,60
2008-08-15 12:00:00,100
2008-010-15 12:00:00,90
2009-06-15 12:00:00,500
2009-07-15 12:00:00,50
2009-08-15 12:00:00,100
2009-010-15 12:00:00,190
2010-06-15 12:00:00,200
2010-07-15 12:00:00,220
2010-010-15 12:00:00,130
2011-08-15 12:00:00,110
